age,education_level,years_experience,job_role,industry,certifications,hours_per_week,location,performance_score,communication_skill,leadership_skill,salary
20,high_school,13,analyst,law,2,59,remote,3.0,42,84,28200.0
35,master,24,researcher,manufacturing,5,66,urban,97.0,6,8,75300.0
25,phd,14,researcher,marketing,2,32,urban,86.0,25,51,59200.0
22,master,14,support,manufacturing,3,31,remote,56.0,100,58,49200.0
57,none,30,researcher,marketing,5,11,urban,92.0,8,80,78400.0
61,phd,24,consultant,healthcare,7,24,urban,61.0,93,46,101300.0
60,none,13,manager,healthcare,7,50,urban,18.0,21,95,66500.0
22,phd,14,sales,manufacturing,5,42,urban,54.0,1,71,79900.0
24,bachelor,4,,healthcare,5,49,urban,8.0,24,41,59900.0
35,none,26,support,education,2,56,urban,,59,41,42800.0
18,master,10,analyst,IT,3,48,suburban,57.0,21,45,50700.0
61,high_school,32,support,freelance,4,11,remote,60.0,67,57,56500.0
53,none,17,consultant,,7,27,suburban,8.0,100,50,43600.0
50,high_school,8,researcher,education,2,32,rural,95.0,57,38,40500.0
44,high_school,8,analyst,law,7,59,rural,29.0,74,14,25400.0
46,high_school,26,consultant,finance,6,33,urban,58.0,79,49,54500.0
37,phd,3,support,marketing,7,26,remote,69.0,40,75,62700.0
27,bachelor,39,consultant,law,2,51,urban,98.0,85,96,60700.0
22,phd,23,developer,freelance,7,19,suburban,52.0,27,72,92400.0
54,master,17,analyst,healthcare,6,24,rural,62.0,78,77,56700.0
40,phd,10,manager,manufacturing,3,36,urban,27.0,88,15,92900.0
23,none,17,designer,healthcare,6,22,suburban,,35,84,47400.0
26,high_school,37,consultant,marketing,5,51,remote,63.0,52,10,59600.0
62,none,37,researcher,manufacturing,5,67,urban,45.0,8,84,75900.0
31,master,1,analyst,IT,3,45,rural,9.0,11,100,34700.0
58,phd,9,researcher,IT,5,47,urban,22.0,90,78,77400.0
62,none,32,analyst,healthcare,4,41,remote,51.0,69,33,63900.0
63,bachelor,23,consultant,law,5,65,urban,83.0,41,63,46500.0
55,none,35,intern,freelance,3,12,remote,76.0,83,26,52000.0
51,master,6,researcher,law,4,39,urban,27.0,35,35,72600.0
56,master,1,manager,law,7,38,rural,91.0,87,33,77200.0
51,,16,,manufacturing,4,55,rural,89.0,47,83,27500.0
51,none,30,analyst,freelance,3,57,suburban,32.0,87,99,58300.0
61,none,0,support,marketing,3,21,urban,63.0,77,78,26800.0
54,phd,21,intern,manufacturing,6,55,remote,33.0,42,75,81100.0
44,high_school,4,intern,marketing,0,62,rural,69.0,1,53,22100.0
59,master,19,developer,marketing,2,54,remote,,90,41,59300.0
59,master,26,developer,finance,5,43,rural,96.0,80,10,84600.0
23,none,10,intern,finance,6,36,suburban,4.0,10,40,19600.0
45,bachelor,32,designer,finance,0,14,remote,47.0,45,3,66800.0
32,bachelor,38,designer,freelance,3,26,rural,1.0,96,62,74300.0
41,high_school,10,researcher,IT,2,37,urban,71.0,93,11,48100.0
33,high_school,12,consultant,healthcare,4,11,suburban,60.0,62,84,39400.0
39,none,26,researcher,,0,37,urban,35.0,66,92,53500.0
30,phd,0,manager,,2,18,remote,79.0,68,78,81000.0
53,high_school,15,intern,education,1,25,remote,39.0,81,64,32300.0
62,none,13,analyst,manufacturing,7,32,rural,49.0,32,3,44300.0
34,none,32,researcher,marketing,4,60,remote,47.0,52,31,70600.0
36,none,38,support,healthcare,7,31,urban,93.0,4,72,80900.0
36,high_school,7,intern,healthcare,0,15,suburban,63.0,39,45,11500.0
42,none,0,developer,finance,5,45,suburban,59.0,92,23,35300.0
54,bachelor,28,developer,IT,3,10,urban,47.0,79,20,69100.0
49,phd,3,developer,freelance,4,39,rural,,43,26,48800.0
41,,35,sales,freelance,7,33,rural,74.0,17,85,115100.0
31,high_school,16,analyst,law,2,20,urban,,98,0,36400.0
36,phd,1,,healthcare,6,42,urban,61.0,53,5,77800.0
62,high_school,17,support,education,3,61,urban,32.0,72,34,36600.0
54,high_school,6,researcher,,0,62,rural,,29,3,31200.0
40,master,7,developer,marketing,6,46,urban,21.0,6,88,52500.0
36,high_school,35,manager,IT,2,18,rural,77.0,18,62,82300.0
21,bachelor,38,developer,marketing,6,38,remote,31.0,100,8,105300.0
57,phd,8,support,marketing,7,62,suburban,98.0,12,14,65500.0
18,high_school,6,analyst,law,0,66,suburban,26.0,55,71,16500.0
28,bachelor,23,sales,healthcare,5,52,rural,22.0,80,56,61500.0
56,master,27,developer,healthcare,3,24,urban,75.0,34,32,82800.0
30,bachelor,14,support,marketing,5,23,remote,50.0,49,25,66300.0
30,phd,36,developer,IT,3,16,rural,33.0,60,69,93700.0
53,master,26,analyst,freelance,3,45,suburban,53.0,45,21,84600.0
37,high_school,1,developer,marketing,1,39,remote,69.0,79,91,5100.0
45,master,34,developer,healthcare,5,53,rural,11.0,58,68,85600.0
52,phd,29,researcher,education,1,60,remote,18.0,5,88,93900.0
32,bachelor,31,intern,freelance,4,22,urban,16.0,93,15,70900.0
26,high_school,24,analyst,finance,2,65,urban,12.0,93,86,47300.0
61,high_school,25,intern,freelance,6,16,urban,81.0,79,47,45200.0
37,phd,11,intern,education,5,12,rural,95.0,19,95,85000.0
36,phd,35,researcher,education,2,39,remote,69.0,96,65,118100.0
24,master,28,designer,finance,1,58,urban,3.0,95,77,76800.0
23,phd,4,intern,marketing,7,26,urban,11.0,70,84,68700.0
52,bachelor,24,designer,IT,6,69,remote,4.0,5,67,81000.0
18,phd,32,manager,education,3,55,remote,10.0,76,18,101000.0
20,master,19,researcher,freelance,6,13,urban,22.0,63,12,70600.0
56,master,3,developer,marketing,1,15,urban,22.0,53,96,47900.0
18,phd,14,researcher,finance,5,18,urban,17.0,55,24,80100.0
54,high_school,9,researcher,manufacturing,4,27,remote,92.0,84,99,48700.0
54,phd,29,consultant,freelance,0,13,suburban,37.0,24,17,102400.0
59,bachelor,34,support,education,2,29,remote,,92,39,66600.0
20,none,7,intern,education,3,35,suburban,42.0,63,43,39300.0
25,bachelor,22,intern,finance,3,60,urban,80.0,32,78,63100.0
35,master,29,support,law,1,69,suburban,55.0,38,89,72900.0
45,none,22,support,finance,5,59,rural,69.0,38,25,47200.0
40,phd,1,sales,healthcare,6,16,remote,56.0,9,91,60600.0
18,phd,6,intern,healthcare,0,23,rural,77.0,50,57,48500.0
63,master,1,,education,6,12,rural,7.0,29,86,49100.0
40,master,36,designer,IT,3,20,suburban,65.0,80,17,93100.0
57,high_school,28,analyst,manufacturing,0,68,rural,10.0,0,73,166700.0
34,high_school,28,support,law,1,64,urban,82.0,1,74,51300.0
18,high_school,38,consultant,freelance,6,12,suburban,,79,47,58800.0
60,master,37,designer,finance,1,57,suburban,11.0,38,64,371000.0
36,high_school,28,researcher,manufacturing,2,16,suburban,31.0,13,33,61500.0
42,phd,21,researcher,marketing,4,45,urban,73.0,17,12,115000.0
20,master,36,developer,freelance,3,23,urban,35.0,18,2,77400.0
18,high_school,27,analyst,IT,7,13,urban,67.0,61,59,65300.0
43,bachelor,32,manager,law,3,51,rural,95.0,56,11,90200.0
60,high_school,13,designer,manufacturing,4,68,remote,26.0,17,55,35400.0
43,phd,34,analyst,freelance,0,56,remote,81.0,18,100,82700.0
55,master,26,intern,IT,2,35,suburban,76.0,28,99,70400.0
23,master,10,designer,marketing,0,38,urban,,90,71,53600.0
39,high_school,4,intern,manufacturing,5,50,rural,58.0,18,93,36500.0
50,master,12,manager,finance,2,17,remote,71.0,35,50,76300.0
59,high_school,26,,finance,7,62,remote,69.0,66,43,79900.0
25,master,33,researcher,IT,7,30,urban,73.0,4,14,113500.0
37,high_school,26,intern,marketing,0,49,rural,,44,52,43900.0
55,master,25,support,healthcare,1,51,urban,51.0,4,45,66800.0
38,,0,intern,law,4,16,rural,19.0,63,14,36900.0
31,master,39,sales,freelance,5,27,urban,70.0,5,85,75500.0
32,master,21,developer,freelance,0,25,urban,99.0,66,89,49100.0
21,phd,15,analyst,manufacturing,7,40,remote,45.0,65,0,63700.0
43,,29,researcher,healthcare,5,64,remote,68.0,38,64,103100.0
20,master,29,developer,law,3,16,rural,43.0,94,38,59000.0
53,phd,25,analyst,law,4,60,remote,,39,88,99300.0
20,phd,25,designer,manufacturing,6,19,remote,60.0,6,20,91300.0
54,high_school,5,manager,freelance,7,23,remote,32.0,69,55,58100.0
57,phd,27,researcher,manufacturing,2,58,suburban,71.0,35,71,97000.0
49,high_school,30,support,marketing,4,52,remote,78.0,18,74,54400.0
52,phd,34,consultant,IT,1,64,remote,52.0,47,16,87000.0
25,phd,30,developer,finance,6,15,suburban,10.0,5,14,200800.0
43,phd,31,analyst,freelance,7,32,remote,84.0,95,1,100700.0
23,none,26,manager,education,1,26,remote,17.0,53,61,64500.0
26,master,17,researcher,manufacturing,0,32,suburban,17.0,96,53,68100.0
37,high_school,13,manager,IT,0,65,rural,93.0,62,21,51200.0
42,master,7,manager,law,0,22,rural,7.0,53,89,58100.0
32,master,15,consultant,IT,7,35,urban,98.0,75,18,56100.0
63,high_school,13,manager,education,1,18,rural,78.0,88,28,50900.0
26,phd,13,manager,law,6,39,remote,26.0,77,60,97700.0
46,none,35,manager,marketing,2,53,suburban,52.0,13,46,98900.0
18,bachelor,35,intern,marketing,2,19,urban,99.0,40,5,69500.0
55,high_school,14,consultant,IT,4,43,suburban,,93,74,43700.0
51,bachelor,28,consultant,,2,29,urban,80.0,33,72,70700.0
28,bachelor,21,support,law,3,50,urban,4.0,92,42,59600.0
55,bachelor,38,developer,law,3,38,remote,67.0,6,17,69600.0
21,phd,21,manager,manufacturing,0,40,remote,2.0,60,2,87800.0
22,bachelor,11,researcher,IT,2,21,urban,49.0,5,70,54000.0
44,high_school,23,analyst,manufacturing,6,38,urban,70.0,62,44,47200.0
45,phd,4,consultant,law,5,20,urban,50.0,5,69,68800.0
52,high_school,17,manager,marketing,3,64,remote,56.0,98,99,54200.0
48,master,24,manager,education,1,64,urban,65.0,40,100,70600.0
52,phd,34,sales,marketing,0,52,suburban,97.0,0,37,94600.0
60,master,18,analyst,,5,33,suburban,5.0,36,2,60300.0
61,bachelor,17,sales,manufacturing,4,51,urban,81.0,46,11,201300.0
44,,38,consultant,marketing,6,66,suburban,94.0,78,23,115400.0
20,none,39,designer,finance,4,25,rural,86.0,53,75,63400.0
20,high_school,19,sales,marketing,6,35,rural,19.0,3,1,46400.0
55,phd,15,designer,finance,6,30,suburban,10.0,43,7,78200.0
52,none,39,developer,education,2,37,urban,62.0,33,68,61400.0
41,none,16,sales,freelance,4,35,suburban,77.0,83,1,27500.0
19,none,3,designer,healthcare,3,55,urban,69.0,77,88,28000.0
61,bachelor,11,analyst,healthcare,1,27,urban,36.0,8,21,29800.0
26,none,29,consultant,finance,0,55,urban,,79,31,51300.0
24,high_school,2,researcher,healthcare,1,45,rural,56.0,41,21,19500.0
34,none,27,designer,law,7,34,suburban,66.0,55,99,54900.0
26,master,28,analyst,healthcare,0,10,rural,9.0,26,33,86200.0
31,high_school,3,support,manufacturing,5,56,rural,48.0,74,37,26400.0
62,master,24,manager,IT,5,10,remote,37.0,5,26,86800.0
49,phd,24,manager,freelance,4,18,urban,27.0,84,58,101400.0
29,phd,18,,manufacturing,0,50,rural,85.0,28,59,68000.0
58,high_school,15,support,freelance,1,35,suburban,6.0,24,88,48100.0
52,,14,developer,law,6,25,urban,60.0,93,80,68300.0
48,bachelor,9,consultant,education,6,29,remote,49.0,44,11,52000.0
47,master,32,intern,manufacturing,6,38,urban,31.0,57,28,86500.0
57,phd,5,designer,manufacturing,1,64,rural,67.0,25,29,50300.0
62,high_school,4,researcher,marketing,5,33,suburban,90.0,69,52,42400.0
43,none,31,developer,IT,0,18,remote,65.0,4,95,56900.0
28,none,8,researcher,freelance,6,12,remote,56.0,26,13,66600.0
62,high_school,32,intern,,1,50,suburban,28.0,23,24,65800.0
19,phd,32,support,healthcare,7,54,rural,1.0,85,61,89200.0
21,phd,19,consultant,manufacturing,1,35,rural,63.0,34,51,70800.0
45,phd,30,manager,healthcare,1,19,remote,64.0,37,43,102300.0
46,bachelor,31,researcher,manufacturing,4,22,urban,14.0,94,69,77500.0
19,none,22,analyst,law,2,20,remote,15.0,59,34,49400.0
27,bachelor,2,support,law,6,10,suburban,3.0,40,36,42300.0
24,high_school,0,developer,IT,6,10,remote,,93,66,31100.0
29,high_school,23,sales,law,2,50,suburban,75.0,28,91,44800.0
39,high_school,30,researcher,marketing,4,36,remote,43.0,17,26,61000.0
32,master,20,designer,education,7,47,urban,51.0,41,16,69400.0
47,master,28,analyst,law,1,31,rural,80.0,13,92,65400.0
40,none,32,sales,education,0,38,rural,88.0,72,45,22000.0
40,master,4,support,,2,46,remote,2.0,33,6,40300.0
44,bachelor,38,consultant,manufacturing,0,52,remote,35.0,0,65,55500.0
39,master,21,analyst,,1,32,suburban,56.0,82,9,70900.0
46,none,19,manager,finance,6,57,suburban,94.0,54,12,64100.0
46,none,12,designer,marketing,6,12,suburban,47.0,95,69,40300.0
60,none,34,,manufacturing,3,23,suburban,23.0,71,55,48900.0
32,,18,sales,freelance,3,35,urban,88.0,41,50,59000.0
49,phd,36,manager,marketing,2,44,suburban,77.0,10,60,115200.0
52,bachelor,31,analyst,marketing,0,49,remote,86.0,65,38,50700.0
56,none,25,analyst,healthcare,5,39,rural,63.0,7,80,62100.0
33,none,0,support,marketing,2,37,remote,11.0,67,99,23800.0
44,phd,5,manager,marketing,0,55,urban,99.0,44,63,94200.0
32,phd,8,manager,law,1,60,urban,77.0,77,41,97200.0
41,bachelor,1,sales,law,5,54,remote,69.0,98,5,38300.0
60,high_school,2,analyst,,0,57,urban,95.0,91,65,29500.0
39,none,36,consultant,manufacturing,2,46,urban,35.0,92,62,79500.0
38,none,9,analyst,healthcare,2,55,suburban,42.0,30,86,26500.0
39,master,5,sales,finance,7,29,suburban,20.0,63,6,56900.0
46,phd,38,analyst,healthcare,5,35,rural,64.0,25,51,115200.0
19,phd,4,sales,education,5,23,rural,30.0,5,54,68100.0
59,bachelor,26,researcher,,1,43,suburban,57.0,65,48,59500.0
58,bachelor,28,consultant,education,4,10,remote,37.0,82,38,77200.0
34,high_school,39,analyst,marketing,3,67,suburban,95.0,79,19,71400.0
19,phd,8,analyst,manufacturing,6,26,suburban,43.0,8,33,62500.0
64,master,15,support,law,6,66,urban,7.0,66,12,64000.0
38,high_school,39,sales,freelance,6,50,remote,78.0,67,64,62600.0
21,high_school,15,analyst,,3,17,rural,39.0,97,60,54100.0
29,phd,15,developer,manufacturing,6,18,remote,71.0,46,67,65300.0
44,phd,17,intern,marketing,0,39,suburban,29.0,60,3,74600.0
63,phd,0,consultant,education,7,33,rural,5.0,25,14,66300.0
60,bachelor,7,researcher,freelance,6,36,suburban,59.0,100,17,60100.0
28,high_school,12,manager,law,4,47,urban,63.0,80,36,53200.0
29,master,31,,marketing,7,13,rural,79.0,88,14,85300.0
54,phd,29,researcher,freelance,1,59,rural,66.0,26,13,103400.0
30,phd,14,sales,education,2,53,rural,61.0,43,32,67900.0
35,master,27,manager,manufacturing,4,14,remote,87.0,47,72,109600.0
47,phd,26,consultant,,0,67,suburban,34.0,39,3,83700.0
49,high_school,6,designer,healthcare,1,63,suburban,79.0,84,72,27400.0
58,phd,21,developer,manufacturing,1,43,rural,55.0,33,71,61300.0
35,phd,13,researcher,IT,3,35,rural,41.0,10,20,76900.0
37,bachelor,14,consultant,IT,3,22,rural,51.0,23,27,57600.0
55,master,7,sales,finance,7,13,urban,1.0,51,3,52800.0
47,master,14,designer,healthcare,6,32,rural,15.0,14,97,61300.0
34,bachelor,20,consultant,IT,5,52,urban,55.0,12,95,67700.0
35,master,36,designer,healthcare,4,24,rural,52.0,13,35,92400.0
37,none,12,support,education,6,62,urban,64.0,45,44,46200.0
18,high_school,10,support,finance,6,40,suburban,10.0,82,72,59500.0
47,phd,37,analyst,healthcare,3,56,urban,4.0,85,78,96200.0
62,none,12,intern,law,7,13,rural,,8,82,46300.0
19,master,23,developer,education,1,24,rural,41.0,29,62,59000.0
57,bachelor,39,sales,freelance,7,57,rural,31.0,36,70,80900.0
59,none,32,intern,freelance,3,65,remote,67.0,27,34,107900.0
19,master,22,researcher,healthcare,4,60,rural,9.0,95,69,87500.0
42,high_school,16,intern,healthcare,6,33,rural,15.0,57,84,48300.0
46,master,33,designer,freelance,0,53,urban,6.0,52,49,74200.0
54,master,8,analyst,manufacturing,3,25,urban,10.0,77,96,47000.0
19,,21,manager,finance,1,46,rural,48.0,19,4,64700.0
39,none,30,analyst,marketing,2,41,rural,97.0,52,27,44100.0
38,phd,20,sales,law,2,21,rural,5.0,97,54,77800.0
55,phd,15,designer,marketing,3,31,suburban,77.0,88,63,70400.0
36,phd,38,intern,education,1,47,rural,30.0,96,23,75500.0
34,phd,27,developer,healthcare,5,29,suburban,95.0,90,20,71100.0
49,bachelor,14,consultant,manufacturing,0,35,remote,40.0,22,27,46300.0
61,master,38,manager,finance,2,25,urban,5.0,31,6,95500.0
60,none,33,support,manufacturing,7,35,rural,18.0,36,94,65200.0
54,none,6,sales,marketing,5,33,suburban,44.0,95,75,35500.0
57,high_school,21,researcher,law,1,31,remote,55.0,79,7,45200.0
34,master,2,designer,marketing,6,60,remote,,21,36,51300.0
40,phd,1,developer,marketing,0,55,rural,68.0,12,67,50800.0
41,bachelor,9,manager,healthcare,4,63,rural,80.0,23,72,69200.0
22,phd,33,researcher,healthcare,6,50,rural,4.0,80,22,114700.0
27,phd,27,consultant,law,0,14,urban,60.0,72,4,87200.0
49,phd,7,developer,manufacturing,4,47,remote,7.0,50,71,73400.0
22,bachelor,31,designer,freelance,5,18,urban,100.0,35,5,84800.0
64,none,23,analyst,manufacturing,2,38,rural,47.0,48,11,44100.0
23,none,37,developer,manufacturing,2,60,suburban,63.0,16,44,73900.0
30,high_school,5,designer,marketing,5,32,remote,33.0,43,28,43600.0
41,bachelor,35,consultant,manufacturing,6,59,urban,92.0,71,57,73800.0
56,none,15,consultant,manufacturing,4,17,remote,40.0,42,39,53200.0
49,phd,7,sales,law,4,35,urban,80.0,96,85,63900.0
61,none,25,manager,healthcare,7,45,remote,46.0,24,63,66900.0
27,none,5,researcher,freelance,7,67,rural,90.0,76,86,52100.0
63,phd,31,intern,freelance,4,33,rural,80.0,62,61,97700.0
39,high_school,36,researcher,freelance,3,46,suburban,33.0,35,33,61400.0
53,master,38,designer,freelance,4,17,urban,45.0,16,23,76500.0
23,phd,21,manager,manufacturing,2,36,remote,40.0,16,64,109900.0
43,bachelor,15,consultant,finance,0,31,suburban,98.0,48,41,50500.0
60,high_school,9,intern,law,2,49,remote,19.0,33,44,32200.0
48,high_school,31,sales,IT,2,51,rural,41.0,36,89,68500.0
63,master,29,analyst,marketing,3,65,suburban,6.0,7,58,78600.0
63,none,25,support,marketing,2,46,rural,7.0,49,39,42100.0
64,phd,4,researcher,freelance,5,50,suburban,84.0,28,84,67700.0
37,phd,2,analyst,IT,6,23,rural,76.0,79,39,66000.0
57,phd,10,consultant,healthcare,2,34,rural,78.0,87,48,82800.0
58,phd,3,consultant,marketing,6,56,urban,31.0,8,69,70000.0
46,master,19,consultant,education,2,48,remote,82.0,33,95,58200.0
24,bachelor,11,support,education,0,62,remote,24.0,24,59,43800.0
41,master,38,intern,freelance,0,12,remote,29.0,57,25,88700.0
38,phd,4,consultant,law,3,33,remote,36.0,15,67,59300.0
31,phd,32,researcher,healthcare,7,37,suburban,,57,4,123000.0
36,master,25,intern,manufacturing,7,21,remote,85.0,48,19,86100.0
20,bachelor,17,consultant,marketing,3,49,suburban,82.0,73,79,67600.0
39,,0,consultant,freelance,3,58,urban,12.0,74,14,28200.0
36,high_school,14,manager,healthcare,6,26,remote,42.0,51,41,65400.0
44,phd,9,consultant,law,2,39,suburban,98.0,2,49,52200.0
35,phd,27,developer,law,3,67,rural,33.0,28,52,84600.0
18,none,13,manager,education,1,69,remote,73.0,90,41,69800.0
23,phd,30,sales,finance,2,36,remote,55.0,29,88,196400.0
57,bachelor,39,sales,healthcare,1,55,rural,19.0,98,61,66900.0
51,high_school,33,analyst,finance,7,54,urban,92.0,46,21,65500.0
55,phd,37,designer,healthcare,4,33,remote,64.0,23,13,90800.0
63,none,32,consultant,freelance,7,42,urban,91.0,54,68,68700.0
51,bachelor,25,analyst,finance,1,56,rural,57.0,12,45,55000.0
46,phd,32,consultant,,3,13,remote,90.0,80,64,84200.0
39,phd,36,,finance,7,47,rural,71.0,78,31,91800.0
40,master,32,support,law,0,35,urban,36.0,63,14,178100.0
40,high_school,17,support,finance,4,55,urban,9.0,9,66,61500.0
42,master,2,intern,healthcare,4,19,urban,38.0,88,7,38900.0
41,high_school,32,consultant,marketing,6,51,suburban,6.0,75,81,59300.0
52,,30,support,law,0,57,suburban,28.0,45,35,56600.0
27,phd,12,,finance,7,40,urban,68.0,61,43,72700.0
49,high_school,13,developer,manufacturing,3,16,suburban,41.0,22,30,35600.0
59,phd,11,manager,finance,1,51,urban,27.0,85,70,91400.0
64,phd,23,intern,freelance,6,59,remote,77.0,16,78,85500.0
54,high_school,13,consultant,law,1,47,remote,19.0,12,75,30900.0
63,bachelor,24,designer,law,6,64,urban,,63,65,72300.0
21,high_school,27,,IT,4,35,rural,5.0,39,84,56000.0
40,bachelor,7,analyst,healthcare,4,34,urban,7.0,89,16,33300.0
20,high_school,32,researcher,education,0,60,rural,1.0,86,18,60300.0
39,bachelor,26,researcher,freelance,1,41,urban,71.0,56,86,66500.0
39,phd,12,support,manufacturing,7,60,rural,11.0,82,92,77400.0
61,master,15,developer,healthcare,6,51,rural,70.0,52,72,57000.0
29,high_school,27,analyst,education,1,59,suburban,33.0,48,83,48600.0
64,phd,35,researcher,freelance,4,16,remote,20.0,65,26,98100.0
36,bachelor,3,consultant,freelance,1,18,suburban,59.0,61,97,26200.0
19,high_school,15,sales,manufacturing,1,25,suburban,94.0,36,54,24200.0
44,high_school,38,intern,law,0,32,rural,49.0,38,75,63100.0
26,none,28,researcher,manufacturing,6,13,rural,84.0,90,7,77300.0
32,bachelor,2,designer,manufacturing,0,39,suburban,88.0,86,84,21500.0
60,,35,intern,healthcare,0,22,remote,51.0,4,70,70800.0
31,bachelor,22,analyst,healthcare,3,63,suburban,68.0,70,80,53900.0
32,none,2,developer,freelance,5,25,suburban,68.0,60,66,46700.0
61,high_school,6,researcher,manufacturing,6,15,suburban,3.0,62,88,49700.0
54,master,3,analyst,IT,7,17,remote,79.0,52,15,58800.0
56,bachelor,38,analyst,finance,5,61,suburban,100.0,98,6,57300.0
54,bachelor,25,manager,manufacturing,6,31,suburban,3.0,16,55,86000.0
58,phd,7,consultant,freelance,7,64,urban,12.0,32,70,74400.0
32,none,10,researcher,law,0,64,urban,19.0,62,31,51500.0
31,bachelor,5,designer,healthcare,1,38,urban,11.0,36,88,30900.0
35,bachelor,35,developer,finance,5,58,remote,18.0,45,43,74200.0
52,none,24,manager,education,3,14,suburban,47.0,94,9,65800.0
53,,7,developer,education,2,10,rural,79.0,24,70,24900.0
36,master,38,manager,manufacturing,4,21,urban,54.0,47,24,119500.0
53,master,7,developer,IT,7,16,rural,22.0,41,23,54600.0
20,bachelor,34,designer,finance,0,28,suburban,45.0,25,88,57100.0
37,master,4,analyst,education,1,57,remote,46.0,53,7,35600.0
19,master,2,manager,law,1,32,remote,98.0,61,29,61300.0
55,none,21,researcher,manufacturing,0,20,rural,27.0,61,66,50500.0
52,master,5,researcher,marketing,5,18,remote,22.0,2,41,64700.0
56,high_school,18,developer,manufacturing,0,27,urban,4.0,86,7,43300.0
60,master,25,manager,finance,5,40,rural,37.0,96,22,102000.0
55,master,29,analyst,healthcare,4,16,remote,70.0,48,34,79900.0
58,phd,9,researcher,finance,4,55,suburban,37.0,87,60,85900.0
46,master,28,sales,freelance,3,55,rural,11.0,67,95,60200.0
25,master,19,developer,finance,1,48,urban,34.0,71,80,72200.0
31,none,3,researcher,freelance,7,54,suburban,44.0,10,14,60600.0
64,bachelor,14,,manufacturing,1,65,remote,99.0,21,90,46600.0
45,bachelor,2,researcher,marketing,3,55,remote,61.0,44,47,54900.0
58,master,19,researcher,freelance,4,14,suburban,36.0,77,57,77700.0
53,,11,intern,freelance,2,65,remote,26.0,33,57,23300.0
34,none,16,analyst,education,7,63,suburban,22.0,27,89,53600.0
48,high_school,0,developer,IT,1,46,urban,13.0,0,18,3100.0
41,none,28,analyst,healthcare,2,43,rural,11.0,78,64,55800.0
48,phd,21,intern,marketing,1,62,suburban,92.0,35,84,79000.0
40,none,4,manager,freelance,0,55,remote,73.0,34,83,36900.0
40,high_school,27,developer,IT,7,51,urban,,44,81,53300.0
19,master,10,intern,law,6,43,suburban,80.0,67,86,57900.0
27,phd,25,support,freelance,5,40,urban,61.0,37,9,87800.0
59,high_school,3,support,freelance,3,42,urban,,36,77,27100.0
25,master,8,intern,IT,6,43,urban,55.0,99,86,74400.0
60,none,37,support,marketing,1,29,urban,85.0,4,32,49700.0
36,high_school,16,,law,7,22,suburban,56.0,56,72,55300.0
25,master,32,consultant,education,6,34,urban,12.0,84,19,77300.0
31,high_school,13,sales,law,6,59,suburban,13.0,98,52,27200.0
40,none,8,researcher,freelance,6,30,suburban,65.0,46,95,61600.0
48,high_school,7,consultant,manufacturing,4,53,remote,57.0,2,36,30500.0
26,none,13,sales,education,6,62,urban,35.0,100,24,49300.0
61,none,16,manager,education,3,57,remote,85.0,82,20,54900.0
60,none,11,sales,IT,7,35,urban,81.0,69,77,41000.0
33,bachelor,11,intern,manufacturing,2,39,rural,66.0,71,8,48200.0
34,none,0,researcher,marketing,1,30,urban,84.0,12,10,34400.0
32,bachelor,5,,finance,6,63,rural,89.0,79,45,41600.0
24,high_school,38,researcher,manufacturing,5,57,rural,91.0,27,79,107000.0
28,bachelor,13,designer,IT,5,65,suburban,48.0,69,2,53700.0
63,none,39,manager,,0,64,rural,79.0,29,77,86300.0
18,high_school,16,developer,IT,3,34,remote,79.0,62,23,41900.0
41,bachelor,33,researcher,IT,4,57,rural,19.0,89,100,83700.0
40,high_school,34,consultant,,0,45,rural,14.0,11,66,60700.0
24,master,37,support,manufacturing,4,37,remote,12.0,44,8,110300.0
22,bachelor,8,developer,finance,0,30,suburban,32.0,90,65,37900.0
21,none,23,consultant,education,2,41,remote,9.0,36,71,48900.0
50,bachelor,11,sales,marketing,5,35,remote,34.0,48,77,30700.0
50,,15,intern,manufacturing,3,38,urban,44.0,18,7,44600.0
56,bachelor,21,developer,freelance,6,12,urban,,41,41,59400.0
20,high_school,35,analyst,manufacturing,1,26,urban,81.0,62,35,167600.0
29,bachelor,22,consultant,law,4,23,rural,70.0,79,83,46700.0
51,phd,14,researcher,IT,0,33,suburban,,98,8,91300.0
37,master,4,support,finance,0,41,rural,83.0,62,44,47100.0
29,bachelor,36,analyst,healthcare,2,62,urban,52.0,92,72,68600.0
42,phd,37,intern,marketing,4,60,rural,43.0,24,14,101000.0
56,none,30,designer,law,7,31,urban,,43,33,58000.0
41,phd,34,developer,manufacturing,4,41,remote,,7,24,114900.0
37,master,35,developer,marketing,7,68,suburban,71.0,94,100,76000.0
55,bachelor,4,support,freelance,0,46,urban,7.0,89,70,27000.0
34,master,33,analyst,healthcare,7,25,suburban,40.0,55,8,77600.0
43,master,11,manager,education,2,23,rural,78.0,99,62,63400.0
49,master,37,analyst,education,4,36,urban,84.0,22,78,96900.0
32,none,3,sales,freelance,4,34,remote,94.0,98,18,33100.0
35,phd,37,manager,marketing,7,40,suburban,15.0,89,15,551600.0
38,phd,31,sales,education,2,25,suburban,53.0,58,20,94700.0
36,none,33,sales,finance,0,27,urban,91.0,74,27,55900.0
53,master,5,designer,manufacturing,4,54,urban,69.0,81,10,46200.0
58,phd,4,developer,finance,4,38,suburban,,75,11,53300.0
52,none,7,designer,freelance,5,18,rural,21.0,24,95,28700.0
